"route","stop_id","direction","date","transactions","geometry"
"9",59,0,2018-08-09,22,"{""type"":""Point"",""coordinates"":[28.710472,50.246701]}"
H2,2529,0,2018-08-10,5,"{""type"":""LineString"",""coordinates"":[[28.6807756476376,50.247079130426],[28.680735,50.247101],[28.67949,50.24777],[28.67831,50.24841],[28.67822,50.24845],[28.67813,50.24849],[28.678008,50.248531],[28.67791,50.24858],[28.67788,50.24859],[28.6777,50.24865],[28.67732,50.24879],[28.6768413610869,50.2489565663417]]}"
"53",1625,0,2018-08-10,25,"{""type"":""LineString"",""coordinates"":[[28.7010978831654,50.2652136417736],[28.701135,50.265187],[28.70205,50.26453],[28.70216,50.26444],[28.70227,50.26434],[28.70242,50.26417],[28.702531,50.264024],[28.702639,50.263834],[28.702772,50.263587],[28.702858,50.263289],[28.702879,50.263181],[28.702919,50.262891],[28.70294,50.262531],[28.702946,50.262314],[28.702954,50.261936],[28.702968,50.261398],[28.702983,50.260835],[28.702997,50.260282],[28.703011,50.259693],[28.70302,50.259278],[28.703021939522,50.2591936307936]]}"
"5A",1987,1,2018-08-06,47,"{""type"":""LineString"",""coordinates"":[[28.6361282289823,50.2784833918731],[28.636096,50.278489],[28.63512,50.27866],[28.63415,50.27883],[28.63401,50.27885],[28.63293,50.27905],[28.632494116771,50.279128068638]]}"
"53",1604,0,2018-08-06,125,"{""type"":""LineString"",""coordinates"":[[28.6570601169811,50.304285709434],[28.657086,50.304268],[28.65723,50.30417],[28.65785,50.30376],[28.65832,50.30345],[28.65855,50.30324],[28.65875,50.30305],[28.65893,50.30287],[28.658972,50.302834],[28.6589971802353,50.3028119030588]]}"
H3,2488,0,2018-08-06,11,"{""type"":""LineString"",""coordinates"":[[28.6747563105647,50.2496756471171],[28.674784,50.249666],[28.67503,50.24958],[28.6755,50.24941],[28.675666,50.249356],[28.67643,50.2491],[28.67682,50.248964],[28.67732,50.24879],[28.6777,50.24865],[28.67788,50.24859],[28.67791,50.24858],[28.678008,50.248531],[28.67813,50.24849],[28.67822,50.24845],[28.67831,50.24841],[28.67949,50.24777],[28.680735,50.247101],[28.68109,50.24691],[28.681245,50.246832],[28.6816660944275,50.246608692349]]}"
"9",53,0,2018-08-06,13,"{""type"":""LineString"",""coordinates"":[[28.6884811422709,50.242786296467],[28.688524,50.242757],[28.68928,50.24224],[28.68994,50.24179],[28.69089,50.24114],[28.69159,50.24065],[28.69206,50.24035],[28.692102,50.240321],[28.6924775510225,50.2400650274125]]}"
H4,2551,1,2018-08-11,1,"{""type"":""LineString"",""coordinates"":[[28.6590392009214,50.2568497736793],[28.659867,50.257119],[28.65993,50.25703],[28.66015,50.25673],[28.66027,50.25655],[28.66049,50.25622],[28.660711,50.255893],[28.661729,50.256185],[28.6617577841103,50.2561932712961]]}"
"4A",238,0,2018-08-08,4,"{""type"":""LineString"",""coordinates"":[[28.6633272941177,50.2566468235294],[28.66306,50.25658],[28.66287,50.25652],[28.66282,50.2565],[28.66279,50.2565],[28.66238,50.25637],[28.66199,50.25626],[28.661729,50.256185],[28.660711,50.255893],[28.66083,50.25559],[28.6609341073477,50.255347651748]]}"
"8",2063,0,2018-08-10,12,"{""type"":""LineString"",""coordinates"":[[28.6487347679878,50.2666523348613],[28.648736,50.266643],[28.6488,50.26615],[28.64887,50.26565],[28.648882,50.265563],[28.64891,50.26536],[28.64893,50.26529],[28.64894,50.26524],[28.64897,50.26516],[28.64901,50.26507],[28.64905,50.26496],[28.64941,50.26414],[28.64943,50.2641],[28.64963,50.26364],[28.6496705868076,50.2635430044089]]}"
"5A",1977,1,2018-08-12,11,"{""type"":""LineString"",""coordinates"":[[28.6575943093001,50.2515486587531],[28.65762,50.251539],[28.65791,50.25143],[28.65813,50.25136],[28.65947,50.25087],[28.65963,50.25083],[28.659759,50.250784],[28.65975,50.25084],[28.65976,50.25094],[28.65979,50.25105],[28.6598,50.25115],[28.65981,50.25118],[28.65995,50.25188],[28.660016,50.252226],[28.661001,50.252197],[28.66125,50.25219],[28.661453,50.252177],[28.66147,50.25249],[28.661474,50.25256],[28.6614741246883,50.2525624937656]]}"
"2",906,1,2018-08-10,34,"{""type"":""LineString"",""coordinates"":[[28.7020987555205,50.2406596293375],[28.70198,50.23967],[28.70193,50.23927],[28.7019,50.23901],[28.70178,50.23821],[28.701747,50.237956],[28.70146,50.237963],[28.700674,50.237985],[28.700452,50.237992],[28.699969,50.237994],[28.699667,50.237965],[28.699026,50.237864],[28.698515,50.237774],[28.698037,50.237682],[28.697556,50.237622],[28.697326,50.237687],[28.6966519843663,50.2377897164609]]}"
"53",1614,0,2018-08-07,86,"{""type"":""LineString"",""coordinates"":[[28.656799617128,50.2782707925632],[28.656808,50.278247],[28.65705,50.27756],[28.6572,50.27714],[28.65727,50.27695],[28.65732,50.2768],[28.65761,50.27596],[28.65779,50.27546],[28.6578802131984,50.2751947731967]]}"
H2,2515,0,2018-08-10,4,"{""type"":""LineString"",""coordinates"":[[28.6831939143799,50.264032706817],[28.68363,50.26422],[28.68381,50.26431],[28.68456,50.26464],[28.68632,50.26538],[28.68649,50.26545],[28.686935,50.265639],[28.6869624495515,50.2656506902796]]}"
"15A",183,0,2018-08-07,61,"{""type"":""LineString"",""coordinates"":[[28.6617577841103,50.2561932712961],[28.66199,50.25626],[28.66238,50.25637],[28.66279,50.2565],[28.66282,50.2565],[28.66287,50.25652],[28.66306,50.25658],[28.66334,50.25665],[28.663348,50.256652],[28.6638,50.25676],[28.664213,50.256837],[28.665457,50.257045],[28.6654796243112,50.2570488231937]]}"
"1",447,0,2018-08-08,90,"{""type"":""LineString"",""coordinates"":[[28.6633272941177,50.2566468235294],[28.66306,50.25658],[28.66287,50.25652],[28.66282,50.2565],[28.66279,50.2565],[28.66238,50.25637],[28.66199,50.25626],[28.661729,50.256185],[28.660711,50.255893],[28.66083,50.25559],[28.6609341073477,50.255347651748]]}"
H4,2557,1,2018-08-07,2,"{""type"":""LineString"",""coordinates"":[[28.6578804905368,50.2730901940893],[28.65796,50.27377],[28.65799,50.27394],[28.658,50.27404],[28.65802,50.27411],[28.658037,50.274187],[28.658072,50.274538],[28.65803,50.2747],[28.658,50.27481],[28.6579950617978,50.2748313988764]]}"
"5A",1986,1,2018-08-07,18,"{""type"":""LineString"",""coordinates"":[[28.6408018686363,50.2776507963389],[28.640768,50.277657],[28.63989,50.27782],[28.63895,50.27797],[28.63764,50.27821],[28.63742,50.27825],[28.63665,50.278392],[28.63655,50.27841],[28.6361282289823,50.2784833918731]]}"
H4,2564,1,2018-08-10,0,"{""type"":""Point"",""coordinates"":[28.657647,50.296175]}"
"53",1616,0,2018-08-10,31,"{""type"":""LineString"",""coordinates"":[[28.6578185124488,50.2724774888203],[28.65774,50.27159],[28.65764,50.27057],[28.65764,50.27053],[28.65759,50.26991],[28.65756,50.26967],[28.65756,50.26951],[28.65756,50.26943],[28.65756,50.26935],[28.65757,50.26923],[28.657574,50.269206],[28.6576181910888,50.2689437354948]]}"
"10",87,0,2018-08-09,83,"{""type"":""LineString"",""coordinates"":[[28.641089912236,50.2775837302496],[28.641132,50.277571],[28.6412,50.27755],[28.64213,50.27736],[28.64288,50.2772],[28.64369,50.27705],[28.64426,50.27691],[28.6443,50.2769],[28.64491,50.27676],[28.6456,50.276578],[28.647638,50.276061],[28.64786,50.27606],[28.648415,50.275917],[28.64856,50.27588],[28.64876,50.27583],[28.6488530438601,50.275807423181]]}"
"7A",2017,0,2018-08-07,65,"{""type"":""LineString"",""coordinates"":[[28.6633272941177,50.2566468235294],[28.66306,50.25658],[28.66287,50.25652],[28.66282,50.2565],[28.66279,50.2565],[28.66238,50.25637],[28.66199,50.25626],[28.661729,50.256185],[28.660711,50.255893],[28.66049,50.25622],[28.66027,50.25655],[28.66015,50.25673],[28.65993,50.25703],[28.659867,50.257119],[28.659003,50.256838],[28.658721,50.256747],[28.65822,50.2566],[28.65791,50.256499],[28.657880830978,50.2564895200678]]}"
"15A",190,0,2018-08-11,52,"{""type"":""LineString"",""coordinates"":[[28.697675576498,50.2677333282008],[28.697704,50.267713],[28.69782,50.26763],[28.69818,50.26737],[28.6983,50.26729],[28.69888,50.26685],[28.69945,50.26642],[28.70005,50.26598],[28.70042,50.265704],[28.700522,50.265627],[28.7010978831654,50.2652136417736]]}"
"10",109,0,2018-08-06,0,"{""type"":""LineString"",""coordinates"":[[28.7406734228113,50.2481036819453],[28.74,50.24585],[28.73975,50.245],[28.73968,50.24478],[28.739371,50.243732],[28.7393654964384,50.2437131961644]]}"
"3",1248,1,2018-08-06,130,"{""type"":""LineString"",""coordinates"":[[28.6533219458824,50.2609954964706],[28.653297,50.261006],[28.653186,50.261054],[28.65244,50.26137],[28.65237,50.2614],[28.65159,50.26171],[28.650763,50.262045],[28.65066,50.26209],[28.65054,50.26215],[28.6504,50.26223],[28.650132,50.262428],[28.65009,50.26252],[28.65006,50.26262],[28.65003,50.26271],[28.64997,50.26284],[28.6499,50.263],[28.64978,50.26328],[28.649689,50.263499],[28.64963,50.26364],[28.64943,50.2641],[28.64941,50.26414],[28.64905,50.26496],[28.64901,50.26507],[28.64897,50.26516],[28.64894,50.26524],[28.64893,50.26529],[28.64891,50.26536],[28.648883638273,50.2655511225204]]}"
"2",899,1,2018-08-07,24,"{""type"":""LineString"",""coordinates"":[[28.697704,50.267713],[28.69782,50.26763],[28.69818,50.26737],[28.6983,50.26729],[28.69888,50.26685],[28.69945,50.26642],[28.70005,50.26598],[28.70042,50.265704],[28.700522,50.265627],[28.7010978831654,50.2652136417736]]}"
H5,2593,1,2018-08-08,8,"{""type"":""LineString"",""coordinates"":[[28.6363251619403,50.2453480220127],[28.636327,50.245348],[28.63871,50.24532],[28.639965146985,50.245300045358]]}"
"8",2084,1,2018-08-10,122,"{""type"":""LineString"",""coordinates"":[[28.6966519843663,50.2377897164609],[28.696637,50.237792],[28.69645,50.23782],[28.69626,50.23785],[28.69609,50.2379],[28.69596,50.23795],[28.69587,50.23799],[28.6958,50.23803],[28.695727,50.238057],[28.69551,50.238175],[28.69533,50.238285],[28.693827,50.239202],[28.69298,50.23973],[28.69272,50.2399],[28.692504,50.240047],[28.6921367376373,50.2402973231029]]}"
"2",929,1,2018-08-06,18,"{""type"":""LineString"",""coordinates"":[[28.5937705411765,50.2858554352941],[28.593804,50.285848]]}"
"53A",1580,1,2018-08-08,29,"{""type"":""LineString"",""coordinates"":[[28.697335,50.268695],[28.697317,50.268713],[28.69727,50.26876],[28.69716,50.26884],[28.69701,50.26893],[28.696783,50.2691],[28.696655,50.269196],[28.69635,50.26942],[28.696112,50.269612],[28.69594,50.26976],[28.69586,50.2698],[28.69578,50.26984],[28.69569,50.26987],[28.69559,50.26989],[28.69548,50.26989],[28.69539,50.26988],[28.69531,50.26986],[28.69521,50.26982],[28.6951,50.26975],[28.69493,50.26963],[28.69464,50.26937],[28.69408,50.26889],[28.693824,50.268692],[28.69374,50.26865],[28.69364,50.26861],[28.6935,50.26854],[28.69338,50.26849],[28.69296,50.268313],[28.69276,50.26817],[28.69265,50.26811],[28.692615,50.268096],[28.69242,50.26802],[28.691905,50.267805],[28.691655,50.267701],[28.6916000082842,50.267677865554]]}"
H7,2626,0,2018-08-06,0,"{""type"":""LineString"",""coordinates"":[[28.7107043731198,50.2675846553587],[28.710724,50.267571],[28.71094,50.26742],[28.7113,50.26718],[28.711425,50.267093],[28.711628,50.266949],[28.71392,50.26532],[28.7144871145051,50.2649511372883]]}"
"2",909,1,2018-08-11,5,"{""type"":""LineString"",""coordinates"":[[28.6858113479381,50.2443652232507],[28.685769,50.244389],[28.685121,50.244754],[28.68456,50.24507],[28.68314,50.24583],[28.68301,50.2459],[28.68295,50.24593],[28.682143,50.246357],[28.681707,50.246587],[28.681245,50.246832],[28.68109,50.24691],[28.6807756476376,50.247079130426]]}"
"10",96,0,2018-08-07,27,"{""type"":""LineString"",""coordinates"":[[28.6869624495515,50.2656506902796],[28.68736,50.26582],[28.6885,50.26631],[28.68868,50.26639],[28.68886,50.26647],[28.688929,50.266525],[28.68926,50.26667],[28.68936,50.26671],[28.68942,50.26674],[28.6902,50.26708],[28.69068,50.26727],[28.69109,50.26746],[28.69117,50.26749],[28.69151,50.26764],[28.691655,50.267701],[28.691905,50.267805],[28.6919633953283,50.2678293786322]]}"
"4",1522,1,2018-08-07,78,"{""type"":""LineString"",""coordinates"":[[28.7030740295011,50.2566765839479],[28.703074,50.256678],[28.7030400411717,50.2584418614948]]}"
"3",1212,0,2018-08-08,151,"{""type"":""LineString"",""coordinates"":[[28.6183098495781,50.2816520382781],[28.618349,50.281645],[28.61965,50.28141],[28.61993,50.28137],[28.6222,50.28092],[28.62256,50.28085],[28.62267,50.28083],[28.62277,50.28082],[28.62375,50.28065],[28.62384,50.28064],[28.62393,50.28062],[28.62413,50.28059],[28.62463,50.28052],[28.62526,50.28041],[28.62701,50.28009],[28.62924,50.27969],[28.6293,50.27968],[28.630768,50.279429],[28.6311105671141,50.2793685469799]]}"
"8",2099,1,2018-08-10,0,"{""type"":""LineString"",""coordinates"":[[28.6339894661481,50.2696424673855],[28.63398,50.269644],[28.63294,50.26981],[28.63234,50.2699],[28.632305,50.269902],[28.632139,50.269991],[28.632025,50.270049],[28.631766,50.270134],[28.6314268374609,50.2701897398045]]}"
"4A",233,0,2018-08-07,16,"{""type"":""LineString"",""coordinates"":[[28.6578185124488,50.2724774888203],[28.65774,50.27159],[28.65764,50.27057],[28.65764,50.27053],[28.65759,50.26991],[28.65756,50.26967],[28.65756,50.26951],[28.65756,50.26943],[28.65756,50.26935],[28.65757,50.26923],[28.657574,50.269206],[28.6576181910888,50.2689437354948]]}"
"53",1644,1,2018-08-06,56,"{""type"":""LineString"",""coordinates"":[[28.6583517307864,50.2650205575889],[28.65835,50.265031],[28.65829,50.26539],[28.65818,50.266],[28.65808,50.26652],[28.65808,50.26658],[28.65802,50.26688],[28.657901,50.267658],[28.65779,50.26807],[28.65766,50.26874],[28.65762,50.26893],[28.65762,50.268933],[28.6575772829278,50.2691865165373]]}"
H3,2509,0,2018-08-11,0,"{""type"":""LineString"",""coordinates"":[[28.6589227493098,50.2572254113837],[28.65857,50.25711],[28.65855,50.2571],[28.65853,50.25709],[28.65852,50.25708],[28.65851,50.25707],[28.6585,50.25706],[28.6585,50.25704],[28.65851,50.25703],[28.65851,50.25702],[28.658721,50.256747],[28.659003,50.256838]]}"
"12",160,1,2018-08-08,42,"{""type"":""LineString"",""coordinates"":[[28.668465963807,50.2577904256766],[28.66782,50.25752],[28.6674,50.25739],[28.66676,50.25727],[28.66596,50.25713],[28.665457,50.257045],[28.664213,50.256837],[28.66406,50.25708],[28.66379,50.25745],[28.663704,50.257555],[28.66342,50.2579],[28.66324,50.25813],[28.663192,50.258206],[28.6628970934276,50.2585591365326]]}"
"4",1537,1,2018-08-12,11,"{""type"":""LineString"",""coordinates"":[[28.6579950617978,50.2748313988764],[28.657991,50.274849],[28.65798,50.2749],[28.65794,50.27502],[28.65789,50.275166],[28.65779,50.27546],[28.65761,50.27596],[28.65732,50.2768],[28.65727,50.27695],[28.6572,50.27714],[28.65705,50.27756],[28.656808,50.278247],[28.65674,50.27844],[28.65668,50.2786],[28.6566,50.27884],[28.6565876937375,50.2788762710895]]}"
"10",121,1,2018-08-08,7,"{""type"":""LineString"",""coordinates"":[[28.7211192697648,50.260319577983],[28.721067,50.260356],[28.7204,50.26082],[28.7191,50.26172],[28.718826,50.261913],[28.71866,50.26203],[28.7182649709287,50.2623116324908]]}"
H2,2527,0,2018-08-09,2,"{""type"":""LineString"",""coordinates"":[[28.6921367376373,50.2402973231029],[28.692102,50.240321],[28.69206,50.24035],[28.69159,50.24065],[28.69089,50.24114],[28.68994,50.24179],[28.68928,50.24224],[28.688524,50.242757],[28.68811,50.24304],[28.687874,50.243187],[28.68769,50.2433],[28.68758,50.24336],[28.68725,50.24355],[28.686504,50.243976],[28.68613,50.24419],[28.68607,50.24422],[28.6858113479381,50.2443652232507]]}"
"53",1607,0,2018-08-12,22,"{""type"":""LineString"",""coordinates"":[[28.6592893653313,50.297680717412],[28.65902,50.29746],[28.65893,50.29737],[28.65884,50.29729],[28.65873,50.29719],[28.6586,50.29709],[28.65841,50.29694],[28.65837,50.2969],[28.65822,50.29678],[28.65812,50.2967],[28.65803,50.29661],[28.657905,50.296497],[28.65779,50.29636],[28.65767,50.29621],[28.657647,50.296175],[28.6576104715521,50.2961207009558]]}"
"3",1250,1,2018-08-10,16,"{""type"":""LineString"",""coordinates"":[[28.6486318073022,50.2674327464503],[28.64863,50.267446],[28.64862,50.26752],[28.64853,50.26817],[28.64852,50.26826],[28.64851,50.26836],[28.64848,50.26855],[28.64844,50.26887],[28.64841,50.26907],[28.648385,50.269242],[28.64828,50.26998],[28.6482136719882,50.2705244836786]]}"
"10",83,0,2018-08-06,56,"{""type"":""LineString"",""coordinates"":[[28.6120077654776,50.2828102291113],[28.612048,50.282803],[28.612586,50.282706],[28.612801,50.282667],[28.61566,50.28215],[28.61708,50.28189],[28.61782,50.28174],[28.618082,50.281693],[28.6183098495781,50.2816520382781]]}"
"5A",1958,0,2018-08-10,12,"{""type"":""LineString"",""coordinates"":[[28.6531476505092,50.2610702445564],[28.653186,50.261054],[28.653297,50.261006],[28.65343,50.26095],[28.65359,50.26088],[28.65367,50.26084],[28.65374,50.2608],[28.653848,50.260721],[28.65413,50.26036],[28.65439,50.26],[28.65507,50.2591],[28.65582,50.258097],[28.65631,50.25751],[28.65656,50.2572],[28.65676,50.25696],[28.6569,50.25678],[28.656989,50.256675],[28.65717,50.25646],[28.657299,50.256306],[28.65779,50.25646],[28.65791,50.256499],[28.65822,50.2566],[28.658721,50.256747],[28.659003,50.256838],[28.6590392009214,50.2568497736793]]}"
"53",1621,0,2018-08-07,118,"{""type"":""LineString"",""coordinates"":[[28.6831939143799,50.264032706817],[28.68363,50.26422],[28.68381,50.26431],[28.68456,50.26464],[28.68632,50.26538],[28.68649,50.26545],[28.686935,50.265639],[28.6869624495515,50.2656506902796]]}"
"4A",257,1,2018-08-07,0,"{""type"":""LineString"",""coordinates"":[[28.6560133153075,50.2811872278645],[28.656007,50.281215],[28.65597,50.28138],[28.655944,50.281521],[28.65592,50.28165],[28.65584,50.28206],[28.6558,50.28231],[28.65573,50.28272],[28.655597,50.283401],[28.65557,50.28354],[28.65552,50.28379],[28.6555,50.28394],[28.65548,50.28406],[28.65545,50.28422],[28.65544,50.28435],[28.65543,50.28446],[28.6554,50.2848],[28.655395,50.284865],[28.65538,50.28507],[28.6553709634146,50.2851513292683]]}"
"3",1217,0,2018-08-09,60,"{""type"":""LineString"",""coordinates"":[[28.6483832585316,50.269254240035],[28.648385,50.269242],[28.64841,50.26907],[28.64844,50.26887],[28.64848,50.26855],[28.64851,50.26836],[28.64852,50.26826],[28.64853,50.26817],[28.64862,50.26752],[28.64863,50.267446],[28.648687,50.267028],[28.648705,50.266927],[28.64871,50.26684],[28.6487347679878,50.2666523348613]]}"
"2",923,1,2018-08-12,99,"{""type"":""LineString"",""coordinates"":[[28.632494116771,50.279128068638],[28.632461,50.279134],[28.63159,50.27929],[28.6315,50.2793],[28.631142,50.279363],[28.630768,50.279429],[28.6293,50.27968],[28.62924,50.27969],[28.62701,50.28009],[28.62526,50.28041],[28.62463,50.28052],[28.62413,50.28059],[28.62393,50.28062],[28.62384,50.28064],[28.62375,50.28065],[28.62277,50.28082],[28.62267,50.28083],[28.62256,50.28085],[28.6222,50.28092],[28.61993,50.28137],[28.61965,50.28141],[28.618349,50.281645],[28.6181202579186,50.2816861221719]]}"
"1",466,1,2018-08-12,57,"{""type"":""LineString"",""coordinates"":[[28.697675576498,50.2677333282008],[28.697704,50.267713],[28.69782,50.26763],[28.69818,50.26737],[28.6983,50.26729],[28.69888,50.26685],[28.69945,50.26642],[28.70005,50.26598],[28.70042,50.265704],[28.700522,50.265627],[28.7010978831654,50.2652136417736]]}"
"8",2080,1,2018-08-12,0,"{""type"":""LineString"",""coordinates"":[[28.715369,50.226696],[28.71488,50.226961],[28.714794,50.226916],[28.714672,50.226842],[28.71381,50.22739],[28.7126,50.22811],[28.7124822784928,50.2281823256319]]}"
H7,2643,1,2018-08-07,0,"{""type"":""LineString"",""coordinates"":[[28.7350411164011,50.2494160340532],[28.735032,50.249417],[28.73463,50.24946],[28.733395,50.249589],[28.73043,50.2499],[28.728595,50.250097],[28.7283791567988,50.2501196211215]]}"
"8",2061,0,2018-08-09,17,"{""type"":""LineString"",""coordinates"":[[28.6423090492495,50.2695703259294],[28.642767,50.269595],[28.64286,50.2696],[28.64342,50.26963],[28.64418,50.26968],[28.644592,50.269699],[28.64462,50.26952],[28.6447135157509,50.2690085857373]]}"
"12",149,0,2018-08-11,37,"{""type"":""LineString"",""coordinates"":[[28.6552281884932,50.2890166893151],[28.65494,50.28849],[28.65483,50.28825],[28.65479,50.28816],[28.65475,50.28804],[28.65474,50.28796],[28.65473,50.28791],[28.65473,50.28786],[28.65473,50.28782],[28.65473,50.28776],[28.65474,50.2877],[28.65476,50.28762],[28.6548,50.28749],[28.654819,50.287434],[28.65484,50.28736],[28.65489,50.28717],[28.65499,50.28686],[28.65503,50.28672],[28.65508,50.28654],[28.65513,50.28638],[28.6553,50.28573],[28.65532,50.28557],[28.65534,50.28547],[28.65535,50.28536],[28.655369,50.285166],[28.65537,50.28516],[28.65538,50.28507],[28.6553944461538,50.2848725692308]]}"
