"i","n","d","x","y","tk","route"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"marshrutka","19A"
10,"вул. Івана Мазепи",1,28.680287,50.262919,"marshrutka","19A"
11,"вул. Хлібна",1,28.67346,50.259987,"marshrutka","19A"
13,"вул. Небесної сотні",1,28.668436,50.257862,"marshrutka","19A"
17,"готель ""Україна""",1,28.659986,50.255733,"marshrutka","19A"
76,"пл. Перемоги",1,28.657115,50.256719,"marshrutka","19A"
62,"вул. Ольжича",1,28.653347,50.261055,"marshrutka","19A"
64,"вул. Лесі Українки",1,28.649035,50.265572,"marshrutka","19A"
65,"вул. Домбровського",1,28.648795,50.267455,"marshrutka","19A"
67,"вул. Миколи Сціборського",1,28.6483,50.270535,"marshrutka","19A"
69,"вул. Перемоги",1,28.647856,50.274274,"marshrutka","19A"
5613,"вул. Вільський шлях",1,28.641367,50.279284,"marshrutka","19A"
5615,"вул. Вільський шлях",1,28.638191,50.281376,"marshrutka","19A"
5617,"вул. Індустріальна",1,28.635103,50.283472,"marshrutka","19A"
5619,"вул. Тараса Бульби-Боровця",1,28.631577,50.286348,"marshrutka","19A"
5620,"на вимогу",1,28.629179,50.288701,"marshrutka","19A"
5621,"магазин ""Берізка""",1,28.627324,50.290188,"marshrutka","19A"
5624,"пров. Археологічний",1,28.623282,50.29185,"marshrutka","19A"
5626,"пров. 3-й Соколовський",1,28.620689,50.29371,"marshrutka","19A"
256,"вул. Видумка",1,28.617752,50.296078,"marshrutka","19A"
255,"пл. Миру",1,28.611637,50.297423,"marshrutka","19A"
271,"вул. Фізкультурна",1,28.608938,50.299862,"marshrutka","19A"
269,"Залізничний переїзд",1,28.605677,50.304146,"marshrutka","19A"
268,"селище Лісове",1,28.604317,50.307611,"marshrutka","19A"
60,"Залізничний вокзал",0,28.696846,50.269135,"trol","1"
1,"Автовокзал",0,28.691544,50.267811,"trol","1"
7,"ТЦ ""Глобал""",0,28.68554,50.265249,"trol","1"
5,"майдан Згоди",0,28.682086,50.263723,"trol","1"
8,"вул. Князів Острозьких",0,28.675346,50.260837,"trol","1"
11,"вул. Хлібна",0,28.67346,50.259987,"trol","1"
13,"вул. Небесної сотні",0,28.668436,50.257862,"trol","1"
16,"Кінотеатр ""Україна""",0,28.663309,50.25672,"trol","1"
20,"вул. Театральна",0,28.660758,50.255272,"trol","1"
23,"пл. Корольова",0,28.66616,50.253374,"trol","1"
27,"Старий Бульвар",0,28.670425,50.251266,"trol","1"
28,"Університет ім. Івана Франка",0,28.674731,50.249603,"trol","1"
33,"вул. Довженка",0,28.681618,50.246518,"trol","1"
34,"вул. Гагаріна",0,28.685055,50.244705,"trol","1"
37,"вул. Жуйка",0,28.688416,50.242691,"trol","1"
40,"пров. 3-й Магазинний",0,28.692438,50.240007,"trol","1"
41,"пл. Смолянська",0,28.695212,50.238206,"trol","1"
43,"вул. Лук’яненка",0,28.700669,50.237912,"trol","1"
47,"вул. Івана Огієнка",0,28.702435,50.242229,"trol","1"
49,"майдан Польовий",0,28.70322,50.247749,"trol","1"
52,"вул. Корольова",0,28.703423,50.251376,"trol","1"
54,"ТЦ ""Фуршет""",0,28.703238,50.25668,"trol","1"
57,"вул. Шевченка",0,28.703255,50.258446,"trol","1"
59,"вул. Гоголівська",0,28.700586,50.265796,"trol","1"
617,"Залізничний вокзал",0,28.697378,50.268738,"trol","1"
617,"Залізничний вокзал",1,28.697378,50.268738,"trol","1"
61,"пл. Привокзальна",1,28.697631,50.267671,"trol","1"
58,"вул. Гоголівська",1,28.70104,50.265133,"trol","1"
56,"вул. Шевченка",1,28.702777,50.259188,"trol","1"
55,"ТЦ ""Фуршет""",1,28.702976,50.255966,"trol","1"
51,"вул. Корольова",1,28.703106,50.252163,"trol","1"
48,"майдан Польовий",1,28.702713,50.246696,"trol","1"
32927,"на вимогу",1,28.702341,50.243538,"trol","1"
46,"вул. Івана Огієнка",1,28.701954,50.240677,"trol","1"
42,"пл. Смолянська",1,28.696663,50.237862,"trol","1"
39,"пров. 3-й Магазинний",1,28.692189,50.240374,"trol","1"
35,"вул. Гагаріна",1,28.685864,50.244459,"trol","1"
32,"вул. Довженка",1,28.680824,50.247169,"trol","1"
30,"Університет ім. Івана Франка",1,28.676861,50.249013,"trol","1"
25,"Старий Бульвар",1,28.669493,50.251991,"trol","1"
24,"пл. Корольова",1,28.664021,50.253741,"trol","1"
21,"Телецентр",1,28.661304,50.254684,"trol","1"
15,"Михайлівський собор",1,28.661782,50.256109,"trol","1"
33006,"Укртелеком",1,28.665497,50.256946,"trol","1"
14,"вул. Небесної сотні",1,28.670147,50.258396,"trol","1"
9,"вул. Князів Острозьких",1,28.677158,50.261426,"trol","1"
4,"майдан Згоди",1,28.683226,50.263958,"trol","1"
6,"ТЦ ""Глобал""",1,28.68699,50.265586,"trol","1"
417,"Автовокзал",1,28.692698,50.268009,"trol","1"
60,"Залізничний вокзал",1,28.696846,50.269135,"trol","1"
5681,"м/н Мальованка (Фабрика ""Крок"")",0,28.626955,50.258945,"marshrutka","5"
5684,"вул. Каховська",0,28.628162,50.258026,"marshrutka","5"
5682,"вул. Кармелюка",0,28.631634,50.255357,"marshrutka","5"
5676,"вул. Святого Йоана Павла ІІ",0,28.633945,50.253621,"marshrutka","5"
32965,"вул. Троянівська",0,28.63613,50.251942,"marshrutka","5"
32970,"вул. Скульптора Олішкевича",0,28.64099,50.248951,"marshrutka","5"
32972,"на вимогу",0,28.643004,50.250433,"marshrutka","5"
5675,"вул. Радивілівська",0,28.639677,50.253296,"marshrutka","5"
5674,"Музична школа",0,28.642149,50.253868,"marshrutka","5"
5671,"вул. Володимирська",0,28.651398,50.257111,"marshrutka","5"
77,"пл. Перемоги",0,28.657405,50.255962,"marshrutka","5"
44,"Автомобільно-дорожний коледж",0,28.660893,50.253921,"marshrutka","5"
23,"пл. Корольова",0,28.66616,50.253374,"marshrutka","5"
258,"вул. Івана Кочерги",0,28.67013,50.251817,"marshrutka","5"
32947,"вул. Бориса Тена",0,28.672757,50.254337,"marshrutka","5"
5737,"вул. Хлібна",0,28.675831,50.25528,"marshrutka","5"
220,"вул. Князів Острозьких",0,28.679477,50.256507,"marshrutka","5"
32951,"вул. Михайла Грушевського",0,28.68274,50.257538,"marshrutka","5"
5719,"Торгово-оздоровчий центр ""Східний""",0,28.689459,50.259754,"marshrutka","5"
5721,"пр. Академіка Тутковського",0,28.692754,50.260779,"marshrutka","5"
5723,"вул. Бориса Тена, 100",0,28.69515,50.261578,"marshrutka","5"
5759,"Автостоянка",0,28.698905,50.261311,"marshrutka","5"
5654,"вул. Вітрука",0,28.701714,50.258492,"marshrutka","5"
55,"ТЦ ""Фуршет""",0,28.702976,50.255966,"marshrutka","5"
51,"вул. Корольова",0,28.703106,50.252163,"marshrutka","5"
50,"майдан Польовий",0,28.703865,50.247322,"marshrutka","5"
186,"магазин ""Берізка""",0,28.707029,50.247145,"marshrutka","5"
191,"вул. Космонавтів",0,28.710377,50.246708,"marshrutka","5"
189,"вул. Кибальчича",0,28.709431,50.241873,"marshrutka","5"
187,"вул. Селецька",0,28.708189,50.237716,"marshrutka","5"
187,"вул. Селецька",1,28.708189,50.237716,"marshrutka","5"
188,"вул. Вітрука",1,28.702998,50.237977,"marshrutka","5"
47,"вул. Івана Огієнка",1,28.702435,50.242229,"marshrutka","5"
53,"майдан Польовий",1,28.703306,50.248711,"marshrutka","5"
52,"вул. Корольова",1,28.703423,50.251376,"marshrutka","5"
54,"ТЦ ""Фуршет""",1,28.703238,50.25668,"marshrutka","5"
5656,"вул. Шевченка",1,28.702599,50.258759,"marshrutka","5"
5760,"Автостоянка",1,28.698999,50.261436,"marshrutka","5"
5724,"магазин ""Квара""",1,28.696277,50.26209,"marshrutka","5"
5722,"пр. Академіка Тутковського",1,28.691777,50.260599,"marshrutka","5"
5720,"Торгово-оздоровчий центр ""Східний""",1,28.689761,50.259959,"marshrutka","5"
32953,"вул. Михайла Грушевського (на вимогу)",1,28.683034,50.257786,"marshrutka","5"
5738,"вул. Князів Острозьких",1,28.678856,50.256424,"marshrutka","5"
5739,"вул. Хлібна",1,28.675573,50.255051,"marshrutka","5"
5576,"вул. Івана Франка",1,28.676584,50.25262,"marshrutka","5"
5577,"вул. Велика Бердичівська",1,28.674604,50.250179,"marshrutka","5"
25,"Старий Бульвар",1,28.669493,50.251991,"marshrutka","5"
24,"пл. Корольова",1,28.664021,50.253741,"marshrutka","5"
45,"Автомобільно-дорожний коледж",1,28.660803,50.254091,"marshrutka","5"
76,"пл. Перемоги",1,28.657115,50.256719,"marshrutka","5"
253,"вул. Ольжича",1,28.653125,50.260565,"marshrutka","5"
5672,"вул. Володимирська",1,28.651617,50.257614,"marshrutka","5"
5673,"Музична школа",1,28.64172,50.253944,"marshrutka","5"
32973,"вул. Радивілівська",1,28.63934,50.252975,"marshrutka","5"
32971,"на вимогу",1,28.642983,50.250158,"marshrutka","5"
32967,"вул. Скульптора Олішкевича",1,28.640384,50.248975,"marshrutka","5"
32964,"вул. Троянівська",1,28.635845,50.252475,"marshrutka","5"
5677,"вул. Святого Йоана Павла ІІ",1,28.63385,50.253864,"marshrutka","5"
5683,"вул. Кармелюка",1,28.631217,50.255839,"marshrutka","5"
31711,"вул. Каховська",1,28.627912,50.258399,"marshrutka","5"
5681,"м/н Мальованка (Фабрика ""Крок"")",1,28.626955,50.258945,"marshrutka","5"
122,"Автозаправна станція",0,28.668896,50.306361,"marshrutka","10"
5736,"вул. Піщана",0,28.665769,50.304622,"marshrutka","10"
120,"вул. Андріївська",0,28.663036,50.300953,"marshrutka","10"
5726,"вул. Цегляна",0,28.659199,50.297791,"marshrutka","10"
118,"м/н Крошня",0,28.657448,50.29623,"marshrutka","10"
116,"вул. Гранітна",0,28.656267,50.292754,"marshrutka","10"
114,"вул. Чеська Крошня",0,28.655752,50.290436,"marshrutka","10"
113,"вул. Северина Наливайка",0,28.655054,50.289112,"marshrutka","10"
110,"Стоматологічна поліклініка",0,28.655209,50.284859,"marshrutka","10"
108,"Агротехнічний коледж",0,28.655743,50.281506,"marshrutka","10"
107,"вул. Героїв Чорнобиля",0,28.656681,50.278229,"marshrutka","10"
105,"пр. Незалежності",0,28.657728,50.275143,"marshrutka","10"
103,"пров. 2-й Капітульний",0,28.657711,50.272487,"marshrutka","10"
102,"Сінний ринок",0,28.657507,50.268925,"marshrutka","10"
4700,"Автоцентр",0,28.659512,50.267689,"marshrutka","10"
274,"вул. Небесної сотні",0,28.66275,50.267719,"marshrutka","10"
249,"вул. Лесі Українки",0,28.663927,50.264683,"marshrutka","10"
32945,"вул. Михайла Грушевського",0,28.666772,50.261358,"marshrutka","10"
12,"вул. Хлібна",0,28.672857,50.259579,"marshrutka","10"
4,"майдан Згоди",0,28.683226,50.263958,"marshrutka","10"
6,"ТЦ ""Глобал""",0,28.68699,50.265586,"marshrutka","10"
417,"Автовокзал",0,28.692698,50.268009,"marshrutka","10"
61,"пл. Привокзальна",0,28.697631,50.267671,"marshrutka","10"
58,"вул. Гоголівська",0,28.70104,50.265133,"marshrutka","10"
56,"вул. Шевченка",0,28.702777,50.259188,"marshrutka","10"
55,"ТЦ ""Фуршет""",0,28.702976,50.255966,"marshrutka","10"
51,"вул. Корольова",0,28.703106,50.252163,"marshrutka","10"
48,"майдан Польовий",0,28.702713,50.246696,"marshrutka","10"
32927,"на вимогу",0,28.702341,50.243538,"marshrutka","10"
46,"вул. Івана Огієнка",0,28.701954,50.240677,"marshrutka","10"
42,"пл. Смолянська",0,28.696663,50.237862,"marshrutka","10"
39,"пров. 3-й Магазинний",0,28.692189,50.240374,"marshrutka","10"
5692,"вул. Жуйка",0,28.686774,50.242548,"marshrutka","10"
5693,"ТЕС",0,28.680553,50.240461,"marshrutka","10"
5697,"ш. Сквирське",0,28.675632,50.23299,"marshrutka","10"
5698,"Обласна дитяча лікарня",0,28.686365,50.229103,"marshrutka","10"
5698,"Обласна дитяча лікарня",1,28.686365,50.229103,"marshrutka","10"
5695,"вул. Жуйка",1,28.674162,50.234876,"marshrutka","10"
5694,"ТЕС",1,28.680219,50.23993,"marshrutka","10"
37,"вул. Жуйка",1,28.688416,50.242691,"marshrutka","10"
40,"пров. 3-й Магазинний",1,28.692438,50.240007,"marshrutka","10"
41,"пл. Смолянська",1,28.695212,50.238206,"marshrutka","10"
43,"вул. Лук’яненка",1,28.700669,50.237912,"marshrutka","10"
47,"вул. Івана Огієнка",1,28.702435,50.242229,"marshrutka","10"
53,"майдан Польовий",1,28.703306,50.248711,"marshrutka","10"
52,"вул. Корольова",1,28.703423,50.251376,"marshrutka","10"
54,"ТЦ ""Фуршет""",1,28.703238,50.25668,"marshrutka","10"
57,"вул. Шевченка",1,28.703255,50.258446,"marshrutka","10"
59,"вул. Гоголівська",1,28.700586,50.265796,"marshrutka","10"
617,"Залізничний вокзал",1,28.697378,50.268738,"marshrutka","10"
1,"Автовокзал",1,28.691544,50.267811,"marshrutka","10"
7,"ТЦ ""Глобал""",1,28.68554,50.265249,"marshrutka","10"
10,"вул. Івана Мазепи",1,28.680287,50.262919,"marshrutka","10"
11,"вул. Хлібна",1,28.67346,50.259987,"marshrutka","10"
13,"вул. Небесної сотні",1,28.668436,50.257862,"marshrutka","10"
94,"вул. Львівська",1,28.662958,50.25861,"marshrutka","10"
97,"вул. Покровська",1,28.661357,50.260779,"marshrutka","10"
99,"вул. Лесі Українки",1,28.658463,50.265039,"marshrutka","10"
101,"Сінний ринок",1,28.657776,50.26922,"marshrutka","10"
104,"пров. 2-й Капітульний",1,28.657942,50.273083,"marshrutka","10"
